143,"1/2 chopped medium onion, 1 Tbsp. oil, 5 oz. frozen broccoli, 1/2 stick margarine, 1 pkg. Jiffy cornbread mix, 2 eggs, 6 oz. cottage cheese"
144,"1 medium onion, diced, 1 potato, diced, 1 1/2 green sweet peppers, diced, 1/2 c. diced celery, 1 c. diced carrots, 1 c. small macaroni, cooked, 1 1/2 lb. ground turkey or beef, 14 oz. can French green beans, 1 large bay leaf, 1 tsp. Italian seasoning, 1 c. sweet peas, 1 can tomato juice"
145,"1/4 c. cocoa, 2 sticks oleo, 2 c. flour, 2 c. sugar, 1 tsp. baking soda, dash of salt, 2 eggs, 1 tsp. vanilla, 1 c. water, 1/2 c. buttermilk"
146,"1/2 c. butter, 1 1/2 c. graham cracker crumbs, 1 (14 oz.) can Eagle Brand milk, 6 oz. semi-sweet chocolate chips, 1 (3 1/2 oz.) can flaked coconut (1 1/2 c.), 1 c. chopped nuts"
147,"1 c. sugar, 1 c. packed brown sugar, 1/3 c. evaporated milk, 1/2 stick butter or margarine, softened, 1 1/2 c. pecans, 1 1/2 c. coconut"
148,"1 large box instant chocolate pudding mix, 1 small bag vanilla wafers, 1 small tub Cool Whip, 1 small pkg. chopped pecans (about 1/2 c.)"
149,"1 1/3 c. white sugar, 6 Tbsp. butter, 6 Tbsp. milk, 1/2 c. chocolate chips, 1/2 tsp. vanilla"
150,"1 envelope Knox unflavored gelatine, 1 (14 oz.) Eagle Brand milk, 2 eggs, beaten, 1 (16 oz.) can pumpkin (not pumpkin mix), 1 tsp. cinnamon, 1/2 tsp. ginger, 1/2 tsp. salt, 2 pie shells, baked"
151,"5 large eggs, slightly beaten, 1/4 c. sugar, 1/4 tsp. ground nutmeg, 2/3 c. orange juice, 1/3 c. half and half cream, 1/2 tsp. vanilla"
152,"9 c. Chex cereal, 1 c. chocolate chips, 1 1/2 c. powdered sugar, 1/2 c. peanut butter, 1/4 c. margarine, 1 tsp. vanilla"
153,"1 (16 oz.) can yellow hominy, 1 (4 oz.) can chopped olives, 1 (4 oz.) can mild green chilies, 2 (16 oz.) cans tamales, 2 c. shredded mild Cheddar cheese, 1/4 c. dried chopped onions"
154,"1 small can refried beans, 1 small carton guacamole dip, 1 c. sour cream, 3 Tbsp. mayonnaise, 1 pkg. taco seasoning, 1 c. Mozzarella cheese, 1 c. cheddar cheese, Chopped green onions, tomato and black olives (optional)"
155,"4 c. water or potato water, 1 cake yeast or 3 pkg. dry yeast, 2 Tbsp. salt, 2 eggs, well beaten, 1 c. sugar or more"
156,"2 c. chicken, cooked and cubed, 1 can cream of mushroom soup, 3 c. chicken broth, 1 can peas and carrots, drained, 1 chopped onion, 3/4 c. oleo, melted, 1 1/2 c. milk, 1 1/2 tsp. baking powder, 1 1/2 c. self-rising flour"
157,"3 c. chicken stock or vegetable stock, 1 pkg. (10 oz.) frozen artichoke hearts, 2 t. olive or canola oil, 3 green onions, including tops, sliced (1/3 c.), 1 clove garlic, minced, 1 c. arborio, basmati, or long-grain, white rice, 1/2 t. dried oregano, crumbled, 1/2 t. salt, 1/4 t. black pepper, 4 oz. spinach, rinsed, trimmed and thinly sliced (2 c.), 3 T. grated parmesan cheese"
158,"1/2 c. oil (I use olive oil, extra light), 1 large eggplant, unpeeled and chopped, 2 medium onions chopped, 1/2 head cauliflower, chopped, 1 green pepper, chopped, 1/2 c. fresh parsley (flat Italian), chopped, 1/4 lb. mushrooms, sliced, 8 cloves garlic, minced or mashed, 2 very large cans Italian tomatoes, 1 bay leaf, 1 tsp. dried basil, 1 tsp. oregano, 1 tsp. thyme, 1/2 tsp. marjoram, 1/2 tsp. rosemary, 1/2 tsp. salt, optional, 1 c. dry red or white wine"
159,"1 box white cake mix, 1 c. + 1 Tbsp. vegetable oil, 1 pkg. pistachio instant pudding mix, 1 c. ginger ale, 3 eggs, 1/2 c. chopped pecans, 1 (8-oz.) pkg. cool whip, 3/4 c. milk, 1 pkg. of pistachio instant pudding mix"
160,"2 c. self-rising flour, 1 c. crushed walnuts, 3 eggs, 2 small jars baby food plums, 2 c. sugar, 2 tsp. allspice, 1 c. oil"
161,"1 qt. cranberry juice, 1 qt. ginger ale, 1 small cherry Jell-O, 1 c. boiling water, 6 oz. frozen lemonade, 3 c. cold water"
162,"4 sweet potatoes, boiled and drained, 2 sticks butter, 2 c. sugar, 4 to 6 eggs, nutmeg (season to taste), 2 c. Milnot"
163,"2 c. sugar, 1 c. Crisco oil, 4 eggs, 2 1/2 c. self-rising flour, 1/2 c. sweet milk, 1 tsp. vanilla flavor, 1 Tbsp. butternut flavor"
164,"2 c. all-purpose flour, 1 1/2 c. sugar, 2 tsp. baking soda, 1 tsp. ground cinnamon, 1/2 tsp. salt, 2 c. grated carrots, 1/2 c. raisins, 1/2 c. coconut, 1/2 c. chopped pecans, 1 (8 oz.) can crushed pineapple, drained, 1 c. vegetable oil, 3 large eggs, lightly beaten, 2 tsp. vanilla"
165,"1 3/4 c. quick cooking long grain and wild rice or plain rice, 1 (10 3/4 oz.) can condensed cream of mushroom or chicken soup (undiluted), 1 (10 3/4 oz.) can French onion soup (undiluted), 2 1/2 oz. jar sliced mushrooms (undrained), 1/2 c. water, 4 chicken breasts, 2 Tbsp. melted butter or margarine, 1/4 c. cornflake crumbs or cracker crumbs"
166,"1 green pepper, chopped, 1 onion, chopped, 2 Tbsp. bacon drippings, 1 Tbsp. flour, 1 tsp. salt, 1 tsp. sugar, dash of paprika, 1 (16 oz.) can tomatoes, 1 (16 oz.) can green peas"
167,"2 eggs, 3 bananas, cut in small pieces, 1 stick butter, cut in small pieces, 1 c. sugar, 1 3/4 c. flour, 3/4 tsp. soda, 1 1/4 tsp. cream of tartar, 1 c. chopped nuts (optional)"
168,"Bisquick, can corned beef hash, mustard, salt and pepper to taste"
169,"1 (2 lb.) bag hash browns, thawed, 1/2 c. melted margarine, 1/2 tsp. salt, 1/2 tsp. pepper, 1/2 c. chopped onion, 1 can cream of mushroom soup, 1 pt. sour cream, 10 oz. or 2 c. grated sharp Cheddar cheese"
170,"3 c. flour, 4 1/2 tsp. baking powder, 2 Tbsp. sugar, 1/2 tsp. salt, 3/4 c. cream of tartar, 3/4 c. butter, 1 egg, beaten, 1 c. milk"
171,"1 lb. lean hamburger, 1 jar Ragu spaghetti sauce (plain), 1 small container Ricotta cheese, 1 pkg. lasagne noodles (approximately 8 noodles), 1 large bag preshredded Mozzarella cheese"
172,"4 lb. new potatoes (red skin), 2 good size onions, finely chopped, 3 stalks celery, finely chopped, 1/2 c. cider vinegar, 1/2 c. hot bacon drippings, 8 strips bacon, fried and crumbled, salt and pepper to taste, parsley"
173,"4 eggs, 2 c. milk, 1 tsp. vanilla, 1/4 c. melted butter, 1 3/4 c. sugar, 1/2 c. self-rising flour, 1 1/2 c. coconut"
174,"ground beef, flour, salt and pepper to taste"
175,"1 c. sifted all-purpose flour, 2 tsp. baking powder, 1/2 tsp. salt, 2 Tbsp. sugar, 1 egg, 1 c. milk, 3 Tbsp. butter or margarine, melted"
176,"1 egg white, 2/3 c. light brown sugar, 1 tsp. vanilla, 4 c. whole pecans"
177,"1 lb. ground beef, 14 oz. Pizza Quick sauce, 2 c. shredded Mozzarella cheese, 1 jar sliced mushrooms, 3/4 c. biscuit mix, 1 1/2 c. milk, 2 eggs"
178,"1 (12 oz.) pkg. (2 c.) semi-sweet chocolate chips, 1 (14 oz.) can sweetened condensed milk, 1 (8 1/2 oz.) pkg. chocolate wafers, finely crushed, 1 c. chopped nuts, divided"
179,"1 pkg. frozen chopped broccoli, 1/2 c. mushroom soup, 1/2 c. mayonnaise, 1 beaten egg, 1 small onion, chopped, salt and pepper"
180,"1 1/4 c. all-purpose flour, 1 1/2 tsp. baking powder, 1/2 tsp. almond extract, 1 c. chopped nuts, 1/2 c. chopped maraschino cherries, drained, 1 c. sugar, 1 tsp. salt, 3 eggs, 1 c. cut up dates or whole raisins, 1 (6 oz.) pkg. semi-sweet chocolate chips"
181,"1 lb. hamburger, 2 Tbsp. oil, 1 onion, chopped, 1 celery rib, chopped, 1 c. cooked rice, 1 can cream of mushroom soup, 1 can cream of chicken soup, 1 1/2 c. warm water, 1/4 c. soy sauce, 1/4 tsp. pepper, 1 can chow mein noodles"
182,"1 lb. butter (not margarine), 2 c. granulated sugar, 1/2 c. water, 1/2 c. chopped almonds, 3 chocolate candy bars, 1/4 c. chopped almonds or as desired (for topping)"
183,"4 large peppers, 1 large can V-8, 1 onion, chopped, 1/2 tsp. garlic powder, 1 lb. ground beef, 1/2 c. rice, 1 egg, salt to taste"
184,"5 eggs, 1 box yellow cake mix, 3/4 c. water, 1 small pkg. instant lemon pudding, 1/2 c. oil"
185,"1/2 c. butter or margarine, 1/2 c. peanut butter, 1/2 c. brown sugar, 1/2 c. white sugar, 1 egg, 1/2 tsp. vanilla, 1 1/4 c. sifted flour, 3/4 tsp. baking soda, 1/2 tsp. salt, 1 (10 oz.) bag miniature Reese's peanut butter cups"
186,"4 eggs, 2 c. milk, 1/2 tsp. mustard, 1/2 tsp. salt, 1/8 tsp. onion powder, dash of pepper, 2 c. croutons (cheese), 1 c. grated Velveeta"
187,"1/2 c. margarine or butter, 1 egg, 1 tsp. cinnamon, 1/2 tsp. ground cloves, 1/4 tsp. salt, 1/2 c. chopped pecans, 1 c. brown sugar, 1 3/4 c. flour, 1 tsp. baking soda, 1/2 tsp. ground nutmeg, 1 c. raisins, 1 1/4 c. applesauce"
188,"3 c. flour, 3 eggs, 1/2 c. water"
189,"1/2 c. margarine, 1 tall can evaporated milk, 4 c. sugar, 32 marshmallows, 4 sq. baking chocolate, 9 oz. bar milk chocolate, 12 oz. pkg. semi-sweet chocolate, 1 Tbsp. vanilla, 2 c. chopped nuts"
190,"3 eggs, 1 1/2 c. flour, 1/4 tsp. salt, 1 c. sugar, 1/2 tsp. baking powder, 1 (6 oz.) pkg. chocolate chips, 2 c. chopped nuts, 1 c. candied cherries, halved"
191,"1/2 c. (1 stick) softened butter or margarine, 2 Tbsp. confectioners sugar, 1 tsp. grated orange peel"
192,"1/2 c. all-purpose flour, 1/4 c. cocoa, 1 c. sugar, 2 eggs, 1/2 c. margarine at room temperature, 1/8 tsp. salt, 1 tsp. vanilla, 1/2 c. chopped nuts, ice cream or whipped cream"
193,"1 c. water, 1 stick margarine, 1 c. flour, 4 eggs, 3 pkg. vanilla instant pudding, 4 c. milk, 1 (8 oz.) pkg. cream cheese, 12 oz. Cool Whip, chocolate syrup"
194,"1 c. nonfat plain yogurt, 1/2 c. heavy cream, 1 c. mandarin juice"
195,"1 c. cocoa, 1 c. butter, softened, 3 (1 lb.) boxes powdered sugar, 1 1/2 c. milk, 2 Tbsp. vanilla, 5 c. peanut butter"
196,"4 tsp. olive oil, 1/2 tsp. garlic powder, 1 loaf French bread, halved lengthwise, 1 tsp. dried thyme, 1/4 tsp. dried marjoram, 1/2 tsp. paprika, 3 Tbsp. grated Parmesan cheese"
197,"1 (20 oz.) can pineapple chunks, drained (reserve juice), 1 (11 oz.) can mandarin oranges, 2 c. grapes, 2 c. miniature marshmallows, 1 c. sliced strawberries, 3 c. chopped apples, peeled if desired, 2 tsp. lemon juice, 2 tsp. orange juice, 1 Tbsp. cornstarch, 1/4 c. sugar, 2 bananas, sliced, 1/2 c. nuts (pecans)"
198,"1 qt. strawberries, 3/4 c. water, pinch of salt, 1 c. sugar, 3 Tbsp. cornstarch, dash of cinnamon, 1 Tbsp. butter"
199,"2 c. sugar, 5 eggs, 2 c. milk, 2 Tbsp. cornstarch, 2 1/2 tsp. vanilla, ground cinnamon, 1 pie shell"
200,"4 to 5 c. chicken broth, 3 boiled eggs, chopped, 1 c. chopped chicken, salt and pepper to taste, 3 Tbsp. flour (self-rising), 2 Tbsp. water"
201,"4 lb. beef brisket, 1 c. catsup, 1 c. water, 1/2 onion, minced, 2 Tbsp. cider vinegar, 1 Tbsp. prepared horseradish, 1 Tbsp. prepared mustard, 1 tsp. salt, 1/2 tsp. pepper"
202,"3 Tbsp. tapioca, 1 c. water, 1/2 c. sugar, 1 1/2 c. water, 1 (6 oz.) can frozen orange juice, thawed, 1 (11 oz.) can Mandarin oranges, drained, 1 (16 oz.) can peach slices, cut in half and drained, 1 (16 oz.) bag frozen whole strawberries, thawed, 2 large bananas, lime sherbet"
203,"1 c. corn meal, 1 c. flour, 1 to 2 Tbsp. sugar, 1/2 tsp. salt, 2 tsp. baking soda, 1 egg, 1 c. buttermilk, 1/4 c. bacon fat"
204,"1 (4 to 5 lb.) rolled pork roast, 1/2 c. sherry, 1 Tbsp. dry mustard, 1 tsp. thyme, 1/2 c. soy sauce, 2 minced garlic cloves, 1 tsp. ginger"
205,"2 lb. pork tenderloin, cubed, 1 Tbsp. oil, 1 Tbsp. minced garlic, 6 to 10 roasted and peeled Pueblo green chilies, 1 can stewed tomatoes, 4 c. water, 3 tsp. cornstarch, garlic salt to taste"
206,"3/4 c. Crisco, melted, 1 egg, 1 pkg. dry yeast, 4 c. self-rising flour, 2 c. lukewarm water, 1/4 c. sugar"
207,"3 1/2 c. flour, 3 tsp. baking soda, 1 c. packed brown sugar, 1 Tbsp. milk, 2 Tbsp. vanilla, 1 c. cornflakes, 1 (12 oz.) pkg. chocolate pieces (semi-sweet), 1 tsp. salt, 1/2 c. butter, 1 c. granulated sugar, 1 egg, 1 c. vegetable oil, 1 c. quick oats"
208,"2 Tbsp. lemon juice or wine vinegar, 1 Tbsp. honey, 1 clove garlic, diced, 1 Tbsp. rosemary, 2 Tbsp. water, 1 small diced onion, 1 Tbsp. flax seed, 1 tsp. parsley"
209,"No. 2 can fruit cocktail, 4 bananas, cut up, 1 small bag miniature marshmallows, 1 (8 oz.) pkg. pecan pieces, 1 pt. Cool Whip, 1 small can crushed pineapple"
210,"2 1/2 c. milk, 1/4 c. heavy cream, 2 egg yolks, 2/3 c. sugar, 4 Tbsp. cornstarch, 2 tsp. vanilla, 3 Tbsp. butter (room temperature), 1 or 2 sliced bananas"
211,"1/2 c. olive oil, 2 tsp. lemon juice, 1 tsp. salt, dash of pepper, 1/2 tsp. sugar, 1/4 c. crumbled Blue cheese, 2 c. sliced red or yellow onions"
212,"1 1/2 c. graham cracker crumbs, 1/2 c. butter, 1/4 tsp. cinnamon, 1/4 c. sugar, 1 (16 oz.) pkg. cream cheese, 1/3 c. milk, 1/2 c. sugar, 3 eggs, 4 Tbsp. lemon juice"
213,"1 c. sugar, 2/3 c. oil, 2 eggs, 1 1/2 c. flour, 1 tsp. baking soda, 1 tsp. baking powder, 1 tsp. cinnamon, 1 jar junior strained carrots (baby food), 1/2 c. nuts"
214,"1 (6 oz.) can frozen lemonade concentrate, thawed, 1 (6 oz.) can frozen orange juice concentrate, thawed, 6 c. water, 1/2 ??? grenadine syrup, 1 qt. ginger ale, chilled, wafer thin lemon slices and maraschino cherries for garnish"
215,"1 can Veg-All, drained, 1/2 c. chopped onion, 1/2 c. water chestnuts, sliced, 1/2 c. grated cheese (Cheddar), 1/3 c. plus 2 level Tbsp. mayonnaise, 1/2 roll Ritz crackers, crushed, 1/2 stick margarine"
216,"1 lb. ground beef, 1 (8 oz.) pkg. crescent rolls, 1/8 c. chopped onion, 1 tsp. Worcestershire sauce, 1 tsp. lemon juice, 1/2 tsp. paprika, 1/4 tsp. garlic powder, 1/2 tsp. salt, 1/8 tsp. pepper, 2 c. shredded cheese, 1 beaten egg"
217,"2 c. sugar, 2 c. flour, 2 c. pumpkin, 1/2 tsp. salt, 2 tsp. cinnamon, 1 tsp. nutmeg, 2 tsp. soda, 1 c. oil, 4 eggs, 2 tsp. baking powder, 1 c. chopped walnuts"
218,"1 1/2 lb. sharp Cheddar cheese, 2 sticks butter, softened, 2 c. plus 2 Tbsp. flour, 1 1/2 tsp. salt, 1 1/2 tsp. paprika, confectioners sugar"
219,"1 jar (any size) salsa, 1 lb. American cheese (shredded), 1 can refried beans"
220,"1 c. flour, 1 stick butter or oleo, 1/2 c. chopped pecans (optional), 1 Tbsp. sugar, 1 small container frozen whipped topping, 1 (8 oz.) pkg. cream cheese, 1 c. powdered sugar, 2 pkg. instant pudding, 3 c. milk"
221,"Fritos or Doritos, 1 lb. ground beef, 1 onion, 1 can rotel, 1 can mushroom soup, 1 can cream of chicken soup, 1 (12 oz.) can pet milk (can use fat free), Grated cheese"
222,"2 c. flour, 1 tsp. baking soda, 1/2 tsp. salt, 1/2 c. butter or margarine, 1 c. sugar, 2 eggs, 1 tsp. vanilla, 1 c. sour cream, 1/2 c. sugar, 1 tsp. cinnamon, 1/2 c. chopped nuts, 1 1/4 c. apples, peeled and thinly sliced"
223,"1 1/2 c. sugar, 1/2 c. margarine, 1/2 c. vegetable shortening, 2 eggs, 2 tsp. cinnamon, 2 3/4 c. flour, 2 tsp. cream of tartar, 1 tsp. baking soda, 1/4 tsp. salt, 2 tsp. sugar"
224,"1 lb. spaghetti, 3 cucumbers, diced, 4 tomatoes, diced, 2 stalks celery, diced, 1 green pepper, diced, 2 onions, diced, 1 small bottle Wish-Bone Italian salad dressing, 1/2 bottle Salad Supreme"
225,"1 lb. ground meat, 2 slices cubed bread, 1 onion, grated, 1/2 c. rice (uncooked), 1 tsp. chili powder, 1/2 tsp. allspice, 2 eggs, 1 tsp. salt, 1 green pepper (optional), 2 cans tomato soup, 2 1/2 soup cans water, 1 tsp. chili powder"
226,"1 box Jiffy corn muffin mix, 1 1/2 sticks margarine, melted, 2 whole eggs, 2 egg whites, 1 c. sour cream, 1 (10 oz.) pkg. frozen chopped broccoli, thawed but not drained, 1 medium onion, chopped"
227,"2 large sweet onions, 1 egg, 2/3 c. water, 1 Tbsp. vegetable oil, 1 tsp. lemon juice, 1 c. all-purpose flour, 1 1/2 tsp. baking powder, 1 to 1 1/4 tsp. salt, 1/8 to 1/4 cayenne pepper, oil (for deep-fat frying)"
228,"1 c. White Lily Self Rising Flour, 1/3 c. mayonnaise, 1/2 c. sweet milk, pinch salt"
229,"1/2 c. evaporated milk, 1 egg, 1 c. cracker crumbs, 1 1/2 lb. ground chuck, 4 Tbsp. finely chopped onion, 1 1/2 tsp. salt or to taste, 1 tsp. dry mustard, 1 Tbsp. ketchup, 1 c. grated American cheese"
230,"1 pkg. (8 oz.) semi-sweet chocolate, 2/3 c. sweetened condensed milk, 1 tsp. vanilla, 1/8 tsp. salt, 1 c. chopped nuts"
231,"2 Tbsp. margarine, 1 lb. ground beef, 1 pkg. onion soup mix, 1/2 c. water, 1 c. catsup, 2 Tbsp. prepared mustard, 2 tsp. vinegar, 2 (1 lb.) cans pork and beans in tomato sauce, 1 (1 lb.) can kidney beans, drained"
232,"1 c. brown sugar, 1 c. flour, 1/3 c. shortening, pinch of salt, 1 egg, beaten, 1 tsp. baking soda, 1/2 tsp. baking powder, 1/2 c. sour milk (add 1 Tbsp. vinegar or lemon juice to sour 1 c. milk)"
233,"2 c. biscuit mix, 1 1/2 Tbsp. sugar, 6 oz. warm beer"
234,"1 c. chopped onion, 1 c. chopped green pepper, 1 Tbsp. butter, 1 (28 oz.) can tomatoes with liquid, cut up, 1 (4 oz.) can mushroom stems and pieces, drained, 1 (2 1/4 oz.) can sliced ripe olives, drained, 2 tsp. dried oregano, 1 lb. ground beef, browned and drained (optional), 12 oz. spaghetti, cooked and drained, 2 c. (8 oz.) shredded Cheddar cheese, 1 (10 3/4 oz.) can condensed cream of mushroom soup (undiluted), 1/4 c. water, 1/4 c. grated Parmesan cheese"
235,"1 can biscuits (10 count), 5 cooking apples, 1/2 c. granulated sugar, 1/2 c. brown sugar, 1 1/2 c. water, 1 tsp. apple pie spice, 1 tsp. vanilla, 1 stick butter or margarine"
236,"14 Twinkies, 1 large box strawberry jello, 2 c. hot water, 1 10 oz. frozen strawberries or 2 c. fresh, 1 large box vanilla instant pudding, 1 large container Cool Whip"
237,"1 box yellow or chocolate cake mix, 3 eggs, 1 stick butter, 1 (8 oz.) cream cheese, 1 box powdered sugar, 1 tsp. vanilla"
238,"1 (1 lb.) can cream-style corn, 1 Tbsp. butter, 1 Tbsp. flour, 4 eggs, well beaten, 3 Tbsp. sugar, 1 c. scalded milk, 1 tsp. salt, 1/8 tsp. pepper"
239,"3 eggs, ??? c. honey, 1/2 c. sugar, 1 c. strong black coffee, 2 tsp. baking powder, 3 Tbsp. soft margarine, 1 tsp. baking soda, 4 c. flour, 1 tsp. cinnamon"
240,"1 (12 oz.) can tomato paste, 1 qt. water, 2 cloves garlic, minced, 5 tsp. chili powder, 1 lb. lean ground beef, 1/2 c. chopped green onions, 2 c. shredded Monterey Jack cheese, 1 doz. corn tortillas"
241,"zucchini, 12 oz. tomato juice, dash of oregano, dash of parsley flakes, dash of garlic powder, 2 Tbsp. bell pepper, 2 Tbsp. dehydrated onions, salt, 1 chicken bouillon cube"
242,"1 c. sugar, 6 Tbsp. flour, 2 c. grated Cheddar cheese, 1 1/2 c. crushed Ritz crackers, 2 (15 1/2 oz.) cans pineapple chunks, drained, 1 stick margarine, melted"
243,"1 (2 lb.) chicken, 3 c. water, 1 1/2 tsp. salt, 3 potatoes, 1 onion, 1 (10 oz.) box frozen limas, 1 c. frozen or 1 can corn, 1 can tomatoes, salt and pepper to taste, 1/4 c. butter"
244,"2 (8 oz.) pkg. cream cheese, 2 Tbsp. mayonnaise, 1 tsp. lemon juice, 5 to 6 green onions, 1 (6 oz.) pkg. smoked deli beef, 1 small can chopped black olives, 1 small green bell pepper, chopped nuts, Ritz crackers"
245,"2 lb. carrots, cut in diagonal slices, 1 large onion, sliced in rings, 1 (10 oz.) can tomato soup, undiluted, 1/2 tsp. salt, 1/2 tsp. pepper, 1 c. sugar, 1/2 c. salad oil, 3/4 c. vinegar"
246,"4 eggs, separated, 2 c. sugar, 1 c. shortening, 1 tsp. salt, 2 tsp. baking powder, 2 tsp. vanilla, 3 c. flour, 2/3 c. milk, 3 c. floured blueberries"
247,"6 c. sliced yellow squash, 1 c. finely chopped onion, 1 can cream of chicken soup, 8 oz. sour cream, 8 oz. pkg. stuffing mix, 1 stick butter"
248,"1 box German chocolate cake mix, 1 can Eagle Brand condensed milk, 1 jar Smucker's caramel sauce, 1 container Cool Whip, 6 Skor candy bars"
249,"4 c. sifted flour, 1 1/2 c. shortening, 1 egg, 1/2 c. ice cold water, 1 Tbsp. vinegar, 1 tsp. sugar, 1/2 tsp. salt"
250,"1/4 lb. butter, 1/2 c. cocoa, 2 c. sugar, 4 eggs, 2 tsp. vanilla, 1 1/2 c. flour, 1/4 tsp. salt, 1 c. flaked coconut"
251,"20 to 24 white large mushrooms, cut off stems and hollow out carefully, reserving stems, 1 lb. sweet sausage, 3/4 c. Mozzarella cheese, 1/2 c. seasoned bread crumbs"
252,"unsalted soda crackers, 3/4 c. packed brown sugar, 2 sticks butter, 12 oz. bag chocolate chips"
253,"2 medium carrots, 2 celery stalks, 1 medium or 2 small onions, 1 medium bunch broccoli, 1/2 lb. mushrooms, 1/4 c. salad or olive oil, 1/4 c. water, 1 1/4 tsp. salt, 1/2 tsp. pepper, 1 level tsp. sugar"
254,"4 oz. fully cooked Canadian bacon or ham, cut into small cubes, 1/2 c. finely chopped Muenster, Cheddar or Monterey Jack cheese, 4 eggs, 1 1/2 c. skim milk, 1/2 tsp. pepper"
255,"1 1/4 c. Tang, 1/2 c. sugar, 1/3 c. instant tea, 1/2 tsp. cinnamon, 1/4 tsp. cloves, dash of salt"
256,"1 tube cookie dough, 1 pkg. cream cheese, 1/3 c. Marshmallow Fluff, sliced blueberries, peaches, kiwi and strawberries"
257,"6 thin slices Prosciutto ham, 3 oz. soft cream cheese, 1 small finely chopped onion"
258,"1/4 c. butter, 1 1/2 c. sugar, 1 large can pineapple, drained, 3 slices bread, cubed, 3 eggs, beaten, 1/4 c. milk, cinnamon, 1 Tbsp. sugar, roasted pecans"
259,"1/2 tsp. unflavored gelatin, 4 tsp. cold water, 1 c. heavy cream, pinch of salt, 1/2 tsp. real vanilla, 1 tsp. sugar"
260,"2 sticks margarine, 2 c. sugar, 2 Tbsp. cocoa, 4 eggs, 1 tsp. vanilla, 1 1/2 c. flour, 1 1/3 c. coconut, 1 c. chopped pecans"
261,"3 eggs, 1 1/2 c. margarine, melted, 1/2 c. Bisquick, 1/4 tsp. salt, pepper to taste, 1 c. shredded Swiss cheese, 1/2 c. crisp fried bacon, crumbled, 1/4 c. chopped onion, pinch of basil, pinch of marjoram, 1 c. broccoli or favorite vegetable"
262,"2 Tbsp. peanut oil, 1 c. chopped onion, 1 1/2 tsp. minced garlic, 7 c. chicken broth, 2 Tbsp. soy sauce, 1/4 tsp. pepper, 1 c. thinly sliced carrots, 1 tsp. minced ginger root, 1 lb. lean pork, cut in strips, 1 (8 oz.) can bamboo shoots, drained, 1 (8 oz.) can sliced water chestnuts, drained, 6 oz. frozen pea pods, 1/4 tsp. sesame oil, 2 eggs, well beaten"
263,"3/4 c. frozen raspberry or raspberry blend juice concentrate, thawed, 2 Tbsp. honey, 1 c. sliced fresh strawberries, 1 c. fresh or frozen blueberries, partially thawed, 1 c. fresh or frozen raspberries, partially thawed"
264,"9-inch graham cracker crust, 1 can condensed milk, 1/3 c. lemon juice, 1 can cherry pie filling, 1 (8 oz.) pkg. cream cheese, 1 tsp. vanilla"
265,"4 Tbsp. bacon drippings, 3 Tbsp. garlic salt, 3 medium onions, sliced, 1 large can pork and beans, 1 regular can red kidney beans, 1 can small green lima beans, 1/2 c. catsup, 1 tsp. dry mustard, 1/2 tsp. black pepper, 1 tsp. salt, 1/2 c. brown sugar, 1/4 c. vinegar"
266,"2 c. canned pumpkin, 1 c. salad oil, 3 c. sugar, 3 1/4 c. flour, 4 eggs, beaten, 2 tsp. salt, 1 tsp. baking powder, 1 tsp. baking soda, 1 tsp. cinnamon, 1 tsp. cloves, 1 tsp. nutmeg"
267,"1/4 c. onions, chopped, 2 Tbsp. green pepper, chopped, 2 Tbsp. salad oil, 2 c. cooked rice, 3 oz. sliced mushrooms, 2 Tbsp. soy sauce, 3 eggs, beaten"
268,"2 eggs, 1 1/2 Tbsp. sugar, 1 1/2 c. self-rising flour, 1 c. milk, 3 to 4 Tbsp. oleo, melted, vanilla to taste"
269,"1 can minced clams, 2 cloves garlic, minced, 1/2 c. olive oil, 1 Tbsp. minced parsley, salt and pepper"
270,"3 c. cranberries, 1 1/2 c. crushed pineapple, 1 1/4 c. sugar, 1 Tbsp. flour, 3/4 tsp. cinnamon, 1/2 tsp. nutmeg, 1/4 tsp. salt"
271,"1 stick margarine, 2 c. graham cracker crumbs, 2 pkg. Dream Whip, 1 (8 oz.) pkg. cream cheese, 1 c. sugar, 1 c. cold milk, 2 c. strawberries"
272,"1 c. commerical sour cream, 2 Tbsp. all-purpose flour, 3/4 c. sugar, 1 tsp. vanilla extract, 3/4 tsp. salt, 1 egg, beaten, 2 1/2 c. fresh blueberries, 1 unbaked 9-inch pastry shell, 3 Tbsp. all-purpose flour, 3 Tbsp. butter, softened, 3 Tbsp. chopped black walnuts"
273,"4 frankfurters, cut in 1-inch pieces, 2 Tbsp. butter, 1 (19 1/4 oz.) can Campbell's chunky old fashioned beans with ham soup, 1 (12 oz.) can whole kernel golden corn with sweet peppers, drained, 1 (8 oz.) can lima beans, drained, 1/2 c. barbecue sauce"
274,"1 pkg. lemon Jell-O, 1 c. boiling water, 3 Tbsp. lemon juice, 1 (8 oz.) pkg. cream cheese, 1 c. sugar, 1 small can drained, crushed pineapple, 2 tsp. vanilla, 1 large can Milnot, 2 pkg. graham crackers, 1/2 c. oleo (1 stick)"
275,"1 cup sifted cake flour, 1 1/2 cups sugar, 1 1/2 cups egg white (about a dozen), 1 1/2 tsp. cream of tartar, 3/4 tsp. salt, 1 tsp. vanilla, 1/2 tsp. almond flavoring"
